Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Dew Point
Westport,45.71509,-95.17179,1344,2023,1,1,20.245
Westport,45.71509,-95.17179,1344,2023,1,2,16.426
Westport,45.71509,-95.17179,1344,2023,1,3,15.607
Westport,45.71509,-95.17179,1344,2023,1,4,22.343
Westport,45.71509,-95.17179,1344,2023,1,5,9.299
Westport,45.71509,-95.17179,1344,2023,1,6,-0.539
Westport,45.71509,-95.17179,1344,2023,1,7,-1.954
Westport,45.71509,-95.17179,1344,2023,1,8,7.001
Westport,45.71509,-95.17179,1344,2023,1,9,11.304
Westport,45.71509,-95.17179,1344,2023,1,10,23.78
Westport,45.71509,-95.17179,1344,2023,1,11,23.67
Westport,45.71509,-95.17179,1344,2023,1,12,9.382
Westport,45.71509,-95.17179,1344,2023,1,13,-2.315
Westport,45.71509,-95.17179,1344,2023,1,14,15.2
Westport,45.71509,-95.17179,1344,2023,1,15,27.062
Westport,45.71509,-95.17179,1344,2023,1,16,31.105
Westport,45.71509,-95.17179,1344,2023,1,17,23.786
Westport,45.71509,-95.17179,1344,2023,1,18,21.484
Westport,45.71509,-95.17179,1344,2023,1,19,24.299
Westport,45.71509,-95.17179,1344,2023,1,20,17.284
Westport,45.71509,-95.17179,1344,2023,1,21,18.145
Westport,45.71509,-95.17179,1344,2023,1,22,10.807
Westport,45.71509,-95.17179,1344,2023,1,23,18.018
Westport,45.71509,-95.17179,1344,2023,1,24,14.707
Westport,45.71509,-95.17179,1344,2023,1,25,11.579
Westport,45.71509,-95.17179,1344,2023,1,26,4.633
Westport,45.71509,-95.17179,1344,2023,1,27,9.867
Westport,45.71509,-95.17179,1344,2023,1,28,-11.901
Westport,45.71509,-95.17179,1344,2023,1,29,-14.047
Westport,45.71509,-95.17179,1344,2023,1,30,-21.269
Westport,45.71509,-95.17179,1344,2023,1,31,-12.697
Westport,45.71509,-95.17179,1344,2023,2,1,-4.666
Westport,45.71509,-95.17179,1344,2023,2,2,-10.665
Westport,45.71509,-95.17179,1344,2023,2,3,-16.12
Westport,45.71509,-95.17179,1344,2023,2,4,7.522
