Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Dew Point,
Rice,45.79384,-94.26182,1079,2022,1,2,-20.422,
Rice,45.79384,-94.26182,1079,2022,1,3,2.801,
Rice,45.79384,-94.26182,1079,2022,1,4,11.519,
Rice,45.79384,-94.26182,1079,2022,1,5,2.088,
Rice,45.79384,-94.26182,1079,2022,1,6,-19.083,
Rice,45.79384,-94.26182,1079,2022,1,7,-19.447,
Rice,45.79384,-94.26182,1079,2022,1,8,7.65,
Rice,45.79384,-94.26182,1079,2022,1,9,-15.936,
Rice,45.79384,-94.26182,1079,2022,1,10,-18.897,
Rice,45.79384,-94.26182,1079,2022,1,11,8.775,
Rice,45.79384,-94.26182,1079,2022,1,12,24.305,
Rice,45.79384,-94.26182,1079,2022,1,13,21.412,
Rice,45.79384,-94.26182,1079,2022,1,14,8.323,
Rice,45.79384,-94.26182,1079,2022,1,15,-3.79,
Rice,45.79384,-94.26182,1079,2022,1,16,11.334,
Rice,45.79384,-94.26182,1079,2022,1,17,19.32,
Rice,45.79384,-94.26182,1079,2022,1,18,18.842,
Rice,45.79384,-94.26182,1079,2022,1,19,-11.808,
Rice,45.79384,-94.26182,1079,2022,1,20,-19.902,
Rice,45.79384,-94.26182,1079,2022,1,21,-1.885,
Rice,45.79384,-94.26182,1079,2022,1,22,-1.222,
Rice,45.79384,-94.26182,1079,2022,1,23,-9.945,
Rice,45.79384,-94.26182,1079,2022,1,24,-6.724,
Rice,45.79384,-94.26182,1079,2022,1,25,-20.76,
Rice,45.79384,-94.26182,1079,2022,1,26,-1.663,
Rice,45.79384,-94.26182,1079,2022,1,27,5.882,
Rice,45.79384,-94.26182,1079,2022,1,28,-8.855,
Rice,45.79384,-94.26182,1079,2022,1,29,4.243,
Rice,45.79384,-94.26182,1079,2022,1,30,6.741,
Rice,45.79384,-94.26182,1079,2022,1,31,10.814,
Rice,45.79384,-94.26182,1079,2022,2,1,4.297,
Rice,45.79384,-94.26182,1079,2022,2,2,-15.285,
Rice,45.79384,-94.26182,1079,2022,2,3,-21.01,
Rice,45.79384,-94.26182,1079,2022,2,4,-10.148,
Rice,45.79384,-94.26182,1079,2022,2,5,1.97,
Rice,45.79384,-94.26182,1079,2022,2,6,4.136,
Rice,45.79384,-94.26182,1079,2022,2,7,-1.902,
Rice,45.79384,-94.26182,1079,2022,2,8,19.41,
Rice,45.79384,-94.26182,1079,2022,2,9,21.598,
Rice,45.79384,-94.26182,1079,2022,2,10,17.653,
Rice,45.79384,-94.26182,1079,2022,2,11,8.051,
Rice,45.79384,-94.26182,1079,2022,2,12,-15.846,
Rice,45.79384,-94.26182,1079,2022,2,13,-10.793,
Rice,45.79384,-94.26182,1079,2022,2,14,-3.91,
Rice,45.79384,-94.26182,1079,2022,2,15,7.241,
Rice,45.79384,-94.26182,1079,2022,2,16,8.647,
Rice,45.79384,-94.26182,1079,2022,2,17,-14.632,
Rice,45.79384,-94.26182,1079,2022,2,18,-1.136,
Rice,45.79384,-94.26182,1079,2022,2,19,-2.695,
Rice,45.79384,-94.26182,1079,2022,2,20,15.119,
Rice,45.79384,-94.26182,1079,2022,2,21,5.229,
Rice,45.79384,-94.26182,1079,2022,2,22,-4.097,
Rice,45.79384,-94.26182,1079,2022,2,23,-13.823,
Rice,45.79384,-94.26182,1079,2022,2,24,-13.94,
Rice,45.79384,-94.26182,1079,2022,2,25,-9.099,
Rice,45.79384,-94.26182,1079,2022,2,26,6.114,
Rice,45.79384,-94.26182,1079,2022,2,27,12.113,
Rice,45.79384,-94.26182,1079,2022,2,28,19.414,
Rice,45.79384,-94.26182,1079,2022,3,1,20.421,
Rice,45.79384,-94.26182,1079,2022,3,2,13.674,
Rice,45.79384,-94.26182,1079,2022,3,3,-1.709,
Rice,45.79384,-94.26182,1079,2022,3,4,7.433,
Rice,45.79384,-94.26182,1079,2022,3,5,25.077,
Rice,45.79384,-94.26182,1079,2022,3,6,18.215,
Rice,45.79384,-94.26182,1079,2022,3,7,7.899,
Rice,45.79384,-94.26182,1079,2022,3,8,15.461,
Rice,45.79384,-94.26182,1079,2022,3,9,-0.633,
Rice,45.79384,-94.26182,1079,2022,3,10,-0.666,
Rice,45.79384,-94.26182,1079,2022,3,11,-6.246,
Rice,45.79384,-94.26182,1079,2022,3,12,-3.531,
Rice,45.79384,-94.26182,1079,2022,3,13,21.095,
Rice,45.79384,-94.26182,1079,2022,3,14,17.118,
Rice,45.79384,-94.26182,1079,2022,3,15,25.39,
Rice,45.79384,-94.26182,1079,2022,3,16,32.431,
Rice,45.79384,-94.26182,1079,2022,3,17,30.834,
Rice,45.79384,-94.26182,1079,2022,3,18,26.536,
Rice,45.79384,-94.26182,1079,2022,3,19,26.512,
