Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Dew Point
Wadena,46.44831,-95.21421,1366,2022,1,1,-25.749
Wadena,46.44831,-95.21421,1366,2022,1,2,-18.679
Wadena,46.44831,-95.21421,1366,2022,1,3,7.146
Wadena,46.44831,-95.21421,1366,2022,1,4,10.264
Wadena,46.44831,-95.21421,1366,2022,1,5,-2.263
Wadena,46.44831,-95.21421,1366,2022,1,6,-21.743
Wadena,46.44831,-95.21421,1366,2022,1,7,-20.445
Wadena,46.44831,-95.21421,1366,2022,1,8,5.148
Wadena,46.44831,-95.21421,1366,2022,1,9,-15.881
Wadena,46.44831,-95.21421,1366,2022,1,10,-16.28
Wadena,46.44831,-95.21421,1366,2022,1,11,9.186
Wadena,46.44831,-95.21421,1366,2022,1,12,22.628
Wadena,46.44831,-95.21421,1366,2022,1,13,19.41
Wadena,46.44831,-95.21421,1366,2022,1,14,7.15
Wadena,46.44831,-95.21421,1366,2022,1,15,-4.994
Wadena,46.44831,-95.21421,1366,2022,1,16,13.039
Wadena,46.44831,-95.21421,1366,2022,1,17,19.877
Wadena,46.44831,-95.21421,1366,2022,1,18,16.434
Wadena,46.44831,-95.21421,1366,2022,1,19,-12.909
Wadena,46.44831,-95.21421,1366,2022,1,20,-19.424
Wadena,46.44831,-95.21421,1366,2022,1,21,2.463
Wadena,46.44831,-95.21421,1366,2022,1,22,-4.511
Wadena,46.44831,-95.21421,1366,2022,1,23,-9.97
Wadena,46.44831,-95.21421,1366,2022,1,24,-8.567
Wadena,46.44831,-95.21421,1366,2022,1,25,-19.756
Wadena,46.44831,-95.21421,1366,2022,1,26,2.317
Wadena,46.44831,-95.21421,1366,2022,1,27,3.035
Wadena,46.44831,-95.21421,1366,2022,1,28,-4.798
Wadena,46.44831,-95.21421,1366,2022,1,29,7.013
Wadena,46.44831,-95.21421,1366,2022,1,30,3.755
Wadena,46.44831,-95.21421,1366,2022,1,31,9.487
Wadena,46.44831,-95.21421,1366,2022,2,1,3.795
Wadena,46.44831,-95.21421,1366,2022,2,2,-15.844
Wadena,46.44831,-95.21421,1366,2022,2,3,-22.072
Wadena,46.44831,-95.21421,1366,2022,2,4,-10.198
Wadena,46.44831,-95.21421,1366,2022,2,5,1.383
Wadena,46.44831,-95.21421,1366,2022,2,6,-0.376
Wadena,46.44831,-95.21421,1366,2022,2,7,0.344
Wadena,46.44831,-95.21421,1366,2022,2,8,22.532
Wadena,46.44831,-95.21421,1366,2022,2,9,17.959
Wadena,46.44831,-95.21421,1366,2022,2,10,17.791
Wadena,46.44831,-95.21421,1366,2022,2,11,1.02
Wadena,46.44831,-95.21421,1366,2022,2,12,-17.309
Wadena,46.44831,-95.21421,1366,2022,2,13,-11.924
Wadena,46.44831,-95.21421,1366,2022,2,14,-4.916
Wadena,46.44831,-95.21421,1366,2022,2,15,6.228
Wadena,46.44831,-95.21421,1366,2022,2,16,4.284
Wadena,46.44831,-95.21421,1366,2022,2,17,-15.53
Wadena,46.44831,-95.21421,1366,2022,2,18,-1.695
Wadena,46.44831,-95.21421,1366,2022,2,19,-2.745
Wadena,46.44831,-95.21421,1366,2022,2,20,12.121
Wadena,46.44831,-95.21421,1366,2022,2,21,-0.469
Wadena,46.44831,-95.21421,1366,2022,2,22,-8.485
Wadena,46.44831,-95.21421,1366,2022,2,23,-18.241
Wadena,46.44831,-95.21421,1366,2022,2,24,-16.332
Wadena,46.44831,-95.21421,1366,2022,2,25,-10.648
Wadena,46.44831,-95.21421,1366,2022,2,26,5.6
Wadena,46.44831,-95.21421,1366,2022,2,27,11.157
Wadena,46.44831,-95.21421,1366,2022,2,28,17.745
Wadena,46.44831,-95.21421,1366,2022,3,1,17.682
Wadena,46.44831,-95.21421,1366,2022,3,2,11.849
Wadena,46.44831,-95.21421,1366,2022,3,3,-5.452
Wadena,46.44831,-95.21421,1366,2022,3,4,4.087
Wadena,46.44831,-95.21421,1366,2022,3,5,17.336
Wadena,46.44831,-95.21421,1366,2022,3,6,15.43
Wadena,46.44831,-95.21421,1366,2022,3,7,9.146
Wadena,46.44831,-95.21421,1366,2022,3,8,14.843
Wadena,46.44831,-95.21421,1366,2022,3,9,-3.64
Wadena,46.44831,-95.21421,1366,2022,3,10,-2.271
Wadena,46.44831,-95.21421,1366,2022,3,11,-7.644
Wadena,46.44831,-95.21421,1366,2022,3,12,-2.696
