Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Dew Point
Becker,45.34399,-93.85014,942,2022,1,1,-21.969
Becker,45.34399,-93.85014,942,2022,1,2,-15.665
Becker,45.34399,-93.85014,942,2022,1,3,5.272
Becker,45.34399,-93.85014,942,2022,1,4,12.997
Becker,45.34399,-93.85014,942,2022,1,5,2.416
Becker,45.34399,-93.85014,942,2022,1,6,-16.488
Becker,45.34399,-93.85014,942,2022,1,7,-16.624
Becker,45.34399,-93.85014,942,2022,1,8,9.305
Becker,45.34399,-93.85014,942,2022,1,9,-13.385
Becker,45.34399,-93.85014,942,2022,1,10,-14.692
Becker,45.34399,-93.85014,942,2022,1,11,10.912
Becker,45.34399,-93.85014,942,2022,1,12,25.041
Becker,45.34399,-93.85014,942,2022,1,13,23.331
Becker,45.34399,-93.85014,942,2022,1,14,8.932
Becker,45.34399,-93.85014,942,2022,1,15,-4.119
Becker,45.34399,-93.85014,942,2022,1,16,11.239
Becker,45.34399,-93.85014,942,2022,1,17,18.807
Becker,45.34399,-93.85014,942,2022,1,18,19.755
Becker,45.34399,-93.85014,942,2022,1,19,-9.337
Becker,45.34399,-93.85014,942,2022,1,20,-15.693
Becker,45.34399,-93.85014,942,2022,1,21,-1.885
Becker,45.34399,-93.85014,942,2022,1,22,0.893
Becker,45.34399,-93.85014,942,2022,1,23,-9.463
Becker,45.34399,-93.85014,942,2022,1,24,-5.076
Becker,45.34399,-93.85014,942,2022,1,25,-16.152
Becker,45.34399,-93.85014,942,2022,1,26,-2.091
Becker,45.34399,-93.85014,942,2022,1,27,9.172
Becker,45.34399,-93.85014,942,2022,1,28,-7.25
Becker,45.34399,-93.85014,942,2022,1,29,5.877
Becker,45.34399,-93.85014,942,2022,1,30,8.249
Becker,45.34399,-93.85014,942,2022,1,31,13.263
Becker,45.34399,-93.85014,942,2022,2,1,6.225
Becker,45.34399,-93.85014,942,2022,2,2,-12.321
Becker,45.34399,-93.85014,942,2022,2,3,-18.32
Becker,45.34399,-93.85014,942,2022,2,4,-8.818
Becker,45.34399,-93.85014,942,2022,2,5,1.828
