Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Dew Point,
Hubbard,46.82059,-94.99579,1410,2023,1,1,19.724,
Hubbard,46.82059,-94.99579,1410,2023,1,2,12.5,
Hubbard,46.82059,-94.99579,1410,2023,1,3,11.354,
Hubbard,46.82059,-94.99579,1410,2023,1,4,16.281,
Hubbard,46.82059,-94.99579,1410,2023,1,5,8.804,
Hubbard,46.82059,-94.99579,1410,2023,1,6,0.392,
Hubbard,46.82059,-94.99579,1410,2023,1,7,1.695,
Hubbard,46.82059,-94.99579,1410,2023,1,8,9.895,
Hubbard,46.82059,-94.99579,1410,2023,1,9,11.029,
Hubbard,46.82059,-94.99579,1410,2023,1,10,25.975,
Hubbard,46.82059,-94.99579,1410,2023,1,11,24.135,
Hubbard,46.82059,-94.99579,1410,2023,1,12,8.589,
Hubbard,46.82059,-94.99579,1410,2023,1,13,3.659,
Hubbard,46.82059,-94.99579,1410,2023,1,14,13.538,
Hubbard,46.82059,-94.99579,1410,2023,1,15,24.311,
Hubbard,46.82059,-94.99579,1410,2023,1,16,27.634,
Hubbard,46.82059,-94.99579,1410,2023,1,17,25.087,
Hubbard,46.82059,-94.99579,1410,2023,1,18,21.429,
Hubbard,46.82059,-94.99579,1410,2023,1,19,22.187,
Hubbard,46.82059,-94.99579,1410,2023,1,20,16.521,
Hubbard,46.82059,-94.99579,1410,2023,1,21,15.871,
Hubbard,46.82059,-94.99579,1410,2023,1,22,5.506,
Hubbard,46.82059,-94.99579,1410,2023,1,23,16.751,
Hubbard,46.82059,-94.99579,1410,2023,1,24,15.134,
Hubbard,46.82059,-94.99579,1410,2023,1,25,8.812,
Hubbard,46.82059,-94.99579,1410,2023,1,26,3.315,
Hubbard,46.82059,-94.99579,1410,2023,1,27,5.068,
Hubbard,46.82059,-94.99579,1410,2023,1,28,-16.845,
Hubbard,46.82059,-94.99579,1410,2023,1,29,-17.943,
Hubbard,46.82059,-94.99579,1410,2023,1,30,-21.14,
Hubbard,46.82059,-94.99579,1410,2023,1,31,-13.473,
Hubbard,46.82059,-94.99579,1410,2023,2,1,-5.896,
Hubbard,46.82059,-94.99579,1410,2023,2,2,-15.404,
Hubbard,46.82059,-94.99579,1410,2023,2,3,-21.025,
Hubbard,46.82059,-94.99579,1410,2023,2,4,4.404,
Hubbard,46.82059,-94.99579,1410,2023,2,5,8.883,
Hubbard,46.82059,-94.99579,1410,2023,2,6,21.377,
Hubbard,46.82059,-94.99579,1410,2023,2,7,20.193,
Hubbard,46.82059,-94.99579,1410,2023,2,8,22.235,
Hubbard,46.82059,-94.99579,1410,2023,2,9,12.299,
Hubbard,46.82059,-94.99579,1410,2023,2,10,6.626,
Hubbard,46.82059,-94.99579,1410,2023,2,11,21.742,
Hubbard,46.82059,-94.99579,1410,2023,2,12,23.632,
Hubbard,46.82059,-94.99579,1410,2023,2,13,21.303,
Hubbard,46.82059,-94.99579,1410,2023,2,14,28.384,
Hubbard,46.82059,-94.99579,1410,2023,2,15,7.645,
Hubbard,46.82059,-94.99579,1410,2023,2,16,-5.709,
Hubbard,46.82059,-94.99579,1410,2023,2,17,2.555,
Hubbard,46.82059,-94.99579,1410,2023,2,18,21.917,
Hubbard,46.82059,-94.99579,1410,2023,2,19,9.989,
Hubbard,46.82059,-94.99579,1410,2023,2,20,9.139,
Hubbard,46.82059,-94.99579,1410,2023,2,21,-5.361,
Hubbard,46.82059,-94.99579,1410,2023,2,22,-7.352,
Hubbard,46.82059,-94.99579,1410,2023,2,23,-5.765,
Hubbard,46.82059,-94.99579,1410,2023,2,24,-12.113,
Hubbard,46.82059,-94.99579,1410,2023,2,25,-1.401,
Hubbard,46.82059,-94.99579,1410,2023,2,26,0.108,
Hubbard,46.82059,-94.99579,1410,2023,2,27,22.202,
Hubbard,46.82059,-94.99579,1410,2023,2,28,14.799,
Hubbard,46.82059,-94.99579,1410,2023,3,1,12.681,
Hubbard,46.82059,-94.99579,1410,2023,3,2,4.234,
Hubbard,46.82059,-94.99579,1410,2023,3,3,21.628,
Hubbard,46.82059,-94.99579,1410,2023,3,4,11.148,
Hubbard,46.82059,-94.99579,1410,2023,3,5,11.737,
Hubbard,46.82059,-94.99579,1410,2023,3,6,12.89,
Hubbard,46.82059,-94.99579,1410,2023,3,7,7.775,
Hubbard,46.82059,-94.99579,1410,2023,3,8,27.016,
Hubbard,46.82059,-94.99579,1410,2023,3,9,26.548,
Hubbard,46.82059,-94.99579,1410,2023,3,10,18.717,
Hubbard,46.82059,-94.99579,1410,2023,3,11,19.998,
Hubbard,46.82059,-94.99579,1410,2023,3,12,19.826,
Hubbard,46.82059,-94.99579,1410,2023,3,13,5.994,
Hubbard,46.82059,-94.99579,1410,2023,3,14,7.103,
Hubbard,46.82059,-94.99579,1410,2023,3,15,22.661,
Hubbard,46.82059,-94.99579,1410,2023,3,16,17.997,
Hubbard,46.82059,-94.99579,1410,2023,3,17,-1.834,
Hubbard,46.82059,-94.99579,1410,2023,3,18,0.575,
Hubbard,46.82059,-94.99579,1410,2023,3,19,6.026,
Hubbard,46.82059,-94.99579,1410,2023,3,20,6.855,
Hubbard,46.82059,-94.99579,1410,2023,3,21,15.405,
Hubbard,46.82059,-94.99579,1410,2023,3,22,22.873,
Hubbard,46.82059,-94.99579,1410,2023,3,23,8.613,
Hubbard,46.82059,-94.99579,1410,2023,3,24,9.93,
Hubbard,46.82059,-94.99579,1410,2023,3,25,19.291,
Hubbard,46.82059,-94.99579,1410,2023,3,26,8.053,
Hubbard,46.82059,-94.99579,1410,2023,3,27,8.129,
Hubbard,46.82059,-94.99579,1410,2023,3,28,0.977,
Hubbard,46.82059,-94.99579,1410,2023,3,29,-1.589,
Hubbard,46.82059,-94.99579,1410,2023,3,30,7.718,
Hubbard,46.82059,-94.99579,1410,2023,3,31,21.767,
Hubbard,46.82059,-94.99579,1410,2023,4,1,6.381,
Hubbard,46.82059,-94.99579,1410,2023,4,2,23.881,
Hubbard,46.82059,-94.99579,1410,2023,4,3,28.115,
Hubbard,46.82059,-94.99579,1410,2023,4,4,25.949,
Hubbard,46.82059,-94.99579,1410,2023,4,5,19.822,
Hubbard,46.82059,-94.99579,1410,2023,4,6,13.51,
Hubbard,46.82059,-94.99579,1410,2023,4,7,13.4,
Hubbard,46.82059,-94.99579,1410,2023,4,8,23.987,
Hubbard,46.82059,-94.99579,1410,2023,4,9,31.129,
Hubbard,46.82059,-94.99579,1410,2023,4,10,29.94,
Hubbard,46.82059,-94.99579,1410,2023,4,11,37.93,
Hubbard,46.82059,-94.99579,1410,2023,4,12,37.759,
Hubbard,46.82059,-94.99579,1410,2023,4,13,37.954,
Hubbard,46.82059,-94.99579,1410,2023,4,14,38.21,
Hubbard,46.82059,-94.99579,1410,2023,4,15,33.002,
Hubbard,46.82059,-94.99579,1410,2023,4,16,24.276,
Hubbard,46.82059,-94.99579,1410,2023,4,17,21.618,
Hubbard,46.82059,-94.99579,1410,2023,4,18,18.919,
Hubbard,46.82059,-94.99579,1410,2023,4,19,26.664,
Hubbard,46.82059,-94.99579,1410,2023,4,20,30.769,
Hubbard,46.82059,-94.99579,1410,2023,4,21,24.866,
Hubbard,46.82059,-94.99579,1410,2023,4,22,20.866,
Hubbard,46.82059,-94.99579,1410,2023,4,23,22.585,
Hubbard,46.82059,-94.99579,1410,2023,4,24,21.974,
Hubbard,46.82059,-94.99579,1410,2023,4,25,21.046,
Hubbard,46.82059,-94.99579,1410,2023,4,26,29.313,
Hubbard,46.82059,-94.99579,1410,2023,4,27,34.064,
Hubbard,46.82059,-94.99579,1410,2023,4,28,36.879,
Hubbard,46.82059,-94.99579,1410,2023,4,29,29.244,
Hubbard,46.82059,-94.99579,1410,2023,4,30,22.882,
Hubbard,46.82059,-94.99579,1410,2023,5,1,21.121,
Hubbard,46.82059,-94.99579,1410,2023,5,2,16.035,
Hubbard,46.82059,-94.99579,1410,2023,5,3,28.574,
Hubbard,46.82059,-94.99579,1410,2023,5,4,32.908,E
Hubbard,46.82059,-94.99579,1410,2023,5,5,37.788,
Hubbard,46.82059,-94.99579,1410,2023,5,6,46.472,
Hubbard,46.82059,-94.99579,1410,2023,5,7,49.213,
Hubbard,46.82059,-94.99579,1410,2023,5,8,47.04,
Hubbard,46.82059,-94.99579,1410,2023,5,9,46.039,
Hubbard,46.82059,-94.99579,1410,2023,5,10,54.449,
Hubbard,46.82059,-94.99579,1410,2023,5,11,52.503,
Hubbard,46.82059,-94.99579,1410,2023,5,12,55.615,
Hubbard,46.82059,-94.99579,1410,2023,5,13,47.215,
Hubbard,46.82059,-94.99579,1410,2023,5,14,33.367,
Hubbard,46.82059,-94.99579,1410,2023,5,15,39.669,
Hubbard,46.82059,-94.99579,1410,2023,5,16,42.497,
Hubbard,46.82059,-94.99579,1410,2023,5,17,44.606,
Hubbard,46.82059,-94.99579,1410,2023,5,18,45.382,
Hubbard,46.82059,-94.99579,1410,2023,5,19,37.808,
Hubbard,46.82059,-94.99579,1410,2023,5,20,39.317,
Hubbard,46.82059,-94.99579,1410,2023,5,21,41.81,
Hubbard,46.82059,-94.99579,1410,2023,5,22,46.483,
Hubbard,46.82059,-94.99579,1410,2023,5,23,52.452,
Hubbard,46.82059,-94.99579,1410,2023,5,24,43.416,
Hubbard,46.82059,-94.99579,1410,2023,5,25,42.779,
Hubbard,46.82059,-94.99579,1410,2023,5,26,42.85,
Hubbard,46.82059,-94.99579,1410,2023,5,27,36.932,
Hubbard,46.82059,-94.99579,1410,2023,5,28,39.558,
Hubbard,46.82059,-94.99579,1410,2023,5,29,51.275,
Hubbard,46.82059,-94.99579,1410,2023,5,30,60.425,
Hubbard,46.82059,-94.99579,1410,2023,5,31,60.883,
Hubbard,46.82059,-94.99579,1410,2023,6,1,62.262,
Hubbard,46.82059,-94.99579,1410,2023,6,2,63.99,
Hubbard,46.82059,-94.99579,1410,2023,6,3,62.722,
Hubbard,46.82059,-94.99579,1410,2023,6,4,60.755,
Hubbard,46.82059,-94.99579,1410,2023,6,5,64.054,
Hubbard,46.82059,-94.99579,1410,2023,6,6,59.06,
Hubbard,46.82059,-94.99579,1410,2023,6,7,52.347,
Hubbard,46.82059,-94.99579,1410,2023,6,8,47.405,
Hubbard,46.82059,-94.99579,1410,2023,6,9,55.013,
Hubbard,46.82059,-94.99579,1410,2023,6,10,56.1,
Hubbard,46.82059,-94.99579,1410,2023,6,11,44.926,
Hubbard,46.82059,-94.99579,1410,2023,6,12,45.949,
Hubbard,46.82059,-94.99579,1410,2023,6,13,51.61,
Hubbard,46.82059,-94.99579,1410,2023,6,14,55.553,
Hubbard,46.82059,-94.99579,1410,2023,6,15,48.873,
Hubbard,46.82059,-94.99579,1410,2023,6,16,48.762,
Hubbard,46.82059,-94.99579,1410,2023,6,17,58.739,
Hubbard,46.82059,-94.99579,1410,2023,6,18,61.88,
Hubbard,46.82059,-94.99579,1410,2023,6,19,62.823,
Hubbard,46.82059,-94.99579,1410,2023,6,20,62.64,
Hubbard,46.82059,-94.99579,1410,2023,6,21,59.242,
Hubbard,46.82059,-94.99579,1410,2023,6,22,62.352,
Hubbard,46.82059,-94.99579,1410,2023,6,23,63.568,
Hubbard,46.82059,-94.99579,1410,2023,6,24,63.088,
Hubbard,46.82059,-94.99579,1410,2023,6,25,60.614,
Hubbard,46.82059,-94.99579,1410,2023,6,26,57.716,
Hubbard,46.82059,-94.99579,1410,2023,6,27,59.73,
Hubbard,46.82059,-94.99579,1410,2023,6,28,61.489,
Hubbard,46.82059,-94.99579,1410,2023,6,29,60.149,
Hubbard,46.82059,-94.99579,1410,2023,6,30,59.24,
Hubbard,46.82059,-94.99579,1410,2023,7,1,58.828,
Hubbard,46.82059,-94.99579,1410,2023,7,2,62.807,
Hubbard,46.82059,-94.99579,1410,2023,7,3,59.378,
Hubbard,46.82059,-94.99579,1410,2023,7,4,58.877,
Hubbard,46.82059,-94.99579,1410,2023,7,5,49.466,
Hubbard,46.82059,-94.99579,1410,2023,7,6,47.671,
Hubbard,46.82059,-94.99579,1410,2023,7,7,53.582,
Hubbard,46.82059,-94.99579,1410,2023,7,8,49.307,
Hubbard,46.82059,-94.99579,1410,2023,7,9,59.193,
Hubbard,46.82059,-94.99579,1410,2023,7,10,49.738,
Hubbard,46.82059,-94.99579,1410,2023,7,11,49.098,
Hubbard,46.82059,-94.99579,1410,2023,7,12,54.584,
Hubbard,46.82059,-94.99579,1410,2023,7,13,58.559,
Hubbard,46.82059,-94.99579,1410,2023,7,14,58.508,
Hubbard,46.82059,-94.99579,1410,2023,7,15,51.034,
Hubbard,46.82059,-94.99579,1410,2023,7,16,50.158,
Hubbard,46.82059,-94.99579,1410,2023,7,17,51.587,
Hubbard,46.82059,-94.99579,1410,2023,7,18,53.962,
Hubbard,46.82059,-94.99579,1410,2023,7,19,58.004,
Hubbard,46.82059,-94.99579,1410,2023,7,20,56.814,
Hubbard,46.82059,-94.99579,1410,2023,7,21,54.404,
Hubbard,46.82059,-94.99579,1410,2023,7,22,57.565,
Hubbard,46.82059,-94.99579,1410,2023,7,23,57.752,
Hubbard,46.82059,-94.99579,1410,2023,7,24,62.909,
Hubbard,46.82059,-94.99579,1410,2023,7,25,64.447,
Hubbard,46.82059,-94.99579,1410,2023,7,26,65.862,
Hubbard,46.82059,-94.99579,1410,2023,7,27,67.939,
Hubbard,46.82059,-94.99579,1410,2023,7,28,59.711,
Hubbard,46.82059,-94.99579,1410,2023,7,29,53.796,
Hubbard,46.82059,-94.99579,1410,2023,7,30,51.269,
Hubbard,46.82059,-94.99579,1410,2023,7,31,54.47,
Hubbard,46.82059,-94.99579,1410,2023,8,1,62.817,
Hubbard,46.82059,-94.99579,1410,2023,8,2,64.334,
Hubbard,46.82059,-94.99579,1410,2023,8,3,62.057,
Hubbard,46.82059,-94.99579,1410,2023,8,4,59.743,
Hubbard,46.82059,-94.99579,1410,2023,8,5,63.478,
Hubbard,46.82059,-94.99579,1410,2023,8,6,64.18,
Hubbard,46.82059,-94.99579,1410,2023,8,7,56.013,
Hubbard,46.82059,-94.99579,1410,2023,8,8,57.249,
Hubbard,46.82059,-94.99579,1410,2023,8,9,55.435,
Hubbard,46.82059,-94.99579,1410,2023,8,10,54.072,
Hubbard,46.82059,-94.99579,1410,2023,8,11,60.154,
Hubbard,46.82059,-94.99579,1410,2023,8,12,56.739,
Hubbard,46.82059,-94.99579,1410,2023,8,13,57.937,
Hubbard,46.82059,-94.99579,1410,2023,8,14,51.429,
Hubbard,46.82059,-94.99579,1410,2023,8,15,57.837,
Hubbard,46.82059,-94.99579,1410,2023,8,16,59.841,
Hubbard,46.82059,-94.99579,1410,2023,8,17,49.742,
Hubbard,46.82059,-94.99579,1410,2023,8,18,54.307,
Hubbard,46.82059,-94.99579,1410,2023,8,19,61.283,
Hubbard,46.82059,-94.99579,1410,2023,8,20,52.304,
Hubbard,46.82059,-94.99579,1410,2023,8,21,57.505,
Hubbard,46.82059,-94.99579,1410,2023,8,22,66.132,
Hubbard,46.82059,-94.99579,1410,2023,8,23,68.562,
Hubbard,46.82059,-94.99579,1410,2023,8,24,67.913,
Hubbard,46.82059,-94.99579,1410,2023,8,25,59.154,
Hubbard,46.82059,-94.99579,1410,2023,8,26,56.203,
Hubbard,46.82059,-94.99579,1410,2023,8,27,54.869,
